title,title_detail,summary,summary_detail,links,link,id,guidislink,published,published_parsed,media_thumbnail,href
Kitagawa scores 'incredible' free kick - goals of the day,"{'type': 'text/plain', 'language': None, 'base': 'https://feeds.bbci.co.uk/sport/football/rss.xml', 'value': ""Kitagawa scores 'incredible' free kick - goals of the day""}",Watch the goals of the day from the final round of group games in the women's football at the Paris 2024 Olympics.,"{'type': 'text/html', 'language': None, 'base': 'https://feeds.bbci.co.uk/sport/football/rss.xml', 'value': ""Watch the goals of the day from the final round of group games in the women's football at the Paris 2024 Olympics.""}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.bbc.com/sport/olympics/videos/c6p2ylq75elo'}]",https://www.bbc.com/sport/olympics/videos/c6p2ylq75elo,https://www.bbc.com/sport/olympics/videos/c6p2ylq75elo#3,False,"Wed, 31 Jul 2024 22:46:13 GMT","time.struct_time(tm_year=2024, tm_mon=7, tm_mday=31, tm_hour=22, tm_min=46, tm_sec=13, tm_wday=2, tm_yday=213, tm_isdst=0)","[{'width': '240', 'height': '135', 'url': 'https://ichef.bbci.co.uk/news/240/cpsprodpb/2524/live/c0905b40-4f87-11ef-aebc-6de4d31bf5cd.jpg'}]",
Spain beat Brazil as Marta sent off - highlights,"{'type': 'text/plain', 'language': None, 'base': 'https://feeds.bbci.co.uk/sport/football/rss.xml', 'value': 'Spain beat Brazil as Marta sent off - highlights'}",Watch highlights as Spain beat Brazil 2-0 in a final group game which sees Marta sent off at the Paris 2024 Olympics.,"{'type': 'text/html', 'language': None, 'base': 'https://feeds.bbci.co.uk/sport/football/rss.xml', 'value': 'Watch highlights as Spain beat Brazil 2-0 in a final group game which sees Marta sent off at the Paris 2024 Olympics.'}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.bbc.com/sport/olympics/videos/c99wz1ed815o'}]",https://www.bbc.com/sport/olympics/videos/c99wz1ed815o,https://www.bbc.com/sport/olympics/videos/c99wz1ed815o#3,False,"Wed, 31 Jul 2024 20:12:14 GMT","time.struct_time(tm_year=2024, tm_mon=7, tm_mday=31, tm_hour=20, tm_min=12, tm_sec=14, tm_wday=2, tm_yday=213, tm_isdst=0)","[{'width': '240', 'height': '135', 'url': 'https://ichef.bbci.co.uk/news/240/cpsprodpb/f229/live/c410d170-4f71-11ef-b2d2-cdb23d5d7c5b.jpg'}]",
'What a strike!' - watch the best goals from day four at Paris 2024,"{'type': 'text/plain', 'language': None, 'base': 'https://feeds.bbci.co.uk/sport/football/rss.xml', 'value': ""'What a strike!' - watch the best goals from day four at Paris 2024""}","Watch the best goals from day four at Paris 2024, with Jean-Phillipe Mateta and Thiago Almada among the names on the scoresheet.","{'type': 'text/html', 'language': None, 'base': 'https://feeds.bbci.co.uk/sport/football/rss.xml', 'value': 'Watch the best goals from day four at Paris 2024, with Jean-Phillipe Mateta and Thiago Almada among the names on the scoresheet.'}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.bbc.com/sport/olympics/videos/cn07448rdk4o'}]",https://www.bbc.com/sport/olympics/videos/cn07448rdk4o,https://www.bbc.com/sport/olympics/videos/cn07448rdk4o#3,False,"Tue, 30 Jul 2024 22:08:38 GMT","time.struct_time(tm_year=2024, tm_mon=7, tm_mday=30, tm_hour=22, tm_min=8, tm_sec=38, tm_wday=1, tm_yday=212, tm_isdst=0)","[{'width': '240', 'height': '135', 'url': 'https://ichef.bbci.co.uk/news/240/cpsprodpb/404b/live/4f0926c0-4ebd-11ef-b2d2-cdb23d5d7c5b.jpg'}]",
An emotional week for Endrick - Ancelotti,"{'type': 'text/plain', 'language': None, 'base': 'https://feeds.bbci.co.uk/sport/football/rss.xml', 'value': 'An emotional week for Endrick - Ancelotti'}",Real Madrid manager Carlo Ancelotti discusses Endrick's emotional week after the Brazil forward was officially unveiled at the Bernabeu.,"{'type': 'text/html', 'language': None, 'base': 'https://feeds.bbci.co.uk/sport/football/rss.xml', 'value': ""Real Madrid manager Carlo Ancelotti discusses Endrick's emotional week after the Brazil forward was officially unveiled at the Bernabeu.""}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.bbc.com/sport/football/videos/c0473gdxnk1o'}]",https://www.bbc.com/sport/football/videos/c0473gdxnk1o,https://www.bbc.com/sport/football/videos/c0473gdxnk1o#3,False,"Wed, 31 Jul 2024 10:17:45 GMT","time.struct_time(tm_year=2024, tm_mon=7, tm_mday=31, tm_hour=10, tm_min=17, tm_sec=45, tm_wday=2, tm_yday=213, tm_isdst=0)","[{'width': '240', 'height': '135', 'url': 'https://ichef.bbci.co.uk/news/240/cpsprodpb/e571/live/d831c470-4f21-11ef-b2d2-cdb23d5d7c5b.jpg'}]",
Grealish 'absolutely heartbroken' by England Euro 2024 omission,"{'type': 'text/plain', 'language': None, 'base': 'https://feeds.bbci.co.uk/sport/football/rss.xml', 'value': ""Grealish 'absolutely heartbroken' by England Euro 2024 omission""}","Manchester City forward Jack Grealish says not being included in the England squad for Euro 2024 was his ""hardest moment as a footballer"".","{'type': 'text/html', 'language': None, 'base': 'https://feeds.bbci.co.uk/sport/football/rss.xml', 'value': 'Manchester City forward Jack Grealish says not being included in the England squad for Euro 2024 was his ""hardest moment as a footballer"".'}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.bbc.com/sport/football/videos/cxw2zgrlggxo'}]",https://www.bbc.com/sport/football/videos/cxw2zgrlggxo,https://www.bbc.com/sport/football/videos/cxw2zgrlggxo#3,False,"Tue, 30 Jul 2024 11:07:20 GMT","time.struct_time(tm_year=2024, tm_mon=7, tm_mday=30, tm_hour=11, tm_min=7, tm_sec=20, tm_wday=1, tm_yday=212, tm_isdst=0)","[{'width': '240', 'height': '135', 'url': 'https://ichef.bbci.co.uk/news/240/cpsprodpb/fa6f/live/ba5af760-4e62-11ef-aebc-6de4d31bf5cd.jpg'}]",
Arsenal is the best project for me - Calafiori,"{'type': 'text/plain', 'language': None, 'base': 'https://feeds.bbci.co.uk/sport/football/rss.xml', 'value': 'Arsenal is the best project for me - Calafiori'}","Italy defender Riccardo Calafiori says Arsenal is ""the best project for me"" after joining from Bologna for a fee of up to £42m.","{'type': 'text/html', 'language': None, 'base': 'https://feeds.bbci.co.uk/sport/football/rss.xml', 'value': 'Italy defender Riccardo Calafiori says Arsenal is ""the best project for me"" after joining from Bologna for a fee of up to £42m.'}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.bbc.com/sport/football/videos/c134dvlkmdgo'}]",https://www.bbc.com/sport/football/videos/c134dvlkmdgo,https://www.bbc.com/sport/football/videos/c134dvlkmdgo#5,False,"Tue, 30 Jul 2024 08:35:13 GMT","time.struct_time(tm_year=2024, tm_mon=7, tm_mday=30, tm_hour=8, tm_min=35, tm_sec=13, tm_wday=1, tm_yday=212, tm_isdst=0)","[{'width': '240', 'height': '135', 'url': 'https://ichef.bbci.co.uk/news/240/cpsprodpb/4dd1/live/4cec4100-4e4b-11ef-8f0f-0577398c3339.jpg'}]",
I'm at Real Madrid because of Ronaldo – Endrick,"{'type': 'text/plain', 'language': None, 'base': 'https://feeds.bbci.co.uk/sport/football/rss.xml', 'value': ""I'm at Real Madrid because of Ronaldo – Endrick""}",Brazilian 18-year-old Endrick says he moved to Real Madrid because of Cristiano Ronaldo after being officially unveiled at the Bernabeu.,"{'type': 'text/html', 'language': None, 'base': 'https://feeds.bbci.co.uk/sport/football/rss.xml', 'value': 'Brazilian 18-year-old Endrick says he moved to Real Madrid because of Cristiano Ronaldo after being officially unveiled at the Bernabeu.'}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.bbc.com/sport/football/videos/c2x0j0eyzl4o'}]",https://www.bbc.com/sport/football/videos/c2x0j0eyzl4o,https://www.bbc.com/sport/football/videos/c2x0j0eyzl4o#5,False,"Mon, 29 Jul 2024 10:10:05 GMT","time.struct_time(tm_year=2024, tm_mon=7, tm_mday=29, tm_hour=10, tm_min=10, tm_sec=5, tm_wday=0, tm_yday=211, tm_isdst=0)","[{'width': '240', 'height': '135', 'url': 'https://ichef.bbci.co.uk/news/240/cpsprodpb/c337/live/90f1b870-4d8e-11ef-b2d2-cdb23d5d7c5b.jpg'}]",
'Expertly finished!' - Williams scores early second-half goal for Spain,"{'type': 'text/plain', 'language': None, 'base': 'https://feeds.bbci.co.uk/sport/football/rss.xml', 'value': ""'Expertly finished!' - Williams scores early second-half goal for Spain""}",Spain winger Nico Williams scores the opening goal in the Euro 2024 final against England in Berlin.,"{'type': 'text/html', 'language': None, 'base': 'https://feeds.bbci.co.uk/sport/football/rss.xml', 'value': 'Spain winger Nico Williams scores the opening goal in the Euro 2024 final against England in Berlin.'}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.bbc.com/sport/football/videos/cgerqqred4ro'}]",https://www.bbc.com/sport/football/videos/cgerqqred4ro,https://www.bbc.com/sport/football/videos/cgerqqred4ro#5,False,"Sun, 14 Jul 2024 20:15:57 GMT","time.struct_time(tm_year=2024, tm_mon=7, tm_mday=14, tm_hour=20, tm_min=15, tm_sec=57, tm_wday=6, tm_yday=196, tm_isdst=0)","[{'width': '240', 'height': '135', 'url': 'https://ichef.bbci.co.uk/news/240/cpsprodpb/551d/live/78b3d170-421d-11ef-96a8-e710c6bfc866.jpg'}]",
Arsenal monitored Calafiori for a year - Arteta,"{'type': 'text/plain', 'language': None, 'base': 'https://feeds.bbci.co.uk/sport/football/rss.xml', 'value': 'Arsenal monitored Calafiori for a year - Arteta'}",Manager Mikel Arteta says Arsenal monitored Italy defender Riccardo Calafiori for more than a year before signing him for £42m.,"{'type': 'text/html', 'language': None, 'base': 'https://feeds.bbci.co.uk/sport/football/rss.xml', 'value': 'Manager Mikel Arteta says Arsenal monitored Italy defender Riccardo Calafiori for more than a year before signing him for £42m.'}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.bbc.com/sport/football/videos/cv2gyw041zjo'}]",https://www.bbc.com/sport/football/videos/cv2gyw041zjo,https://www.bbc.com/sport/football/videos/cv2gyw041zjo#5,False,"Tue, 30 Jul 2024 07:48:19 GMT","time.struct_time(tm_year=2024, tm_mon=7, tm_mday=30, tm_hour=7, tm_min=48, tm_sec=19, tm_wday=1, tm_yday=212, tm_isdst=0)","[{'width': '240', 'height': '135', 'url': 'https://ichef.bbci.co.uk/news/240/cpsprodpb/9d33/live/6fbc0e00-4e45-11ef-8f0f-0577398c3339.jpg'}]",
Australia beat Zambia in incredible 11-goal thriller,"{'type': 'text/plain', 'language': None, 'base': 'https://feeds.bbci.co.uk/sport/football/rss.xml', 'value': 'Australia beat Zambia in incredible 11-goal thriller'}","Watch highlights as Australia beat Zambia 6-5 in their second match at the 2024 Paris Olympics, having trailed 4-2 at half time.","{'type': 'text/html', 'language': None, 'base': 'https://feeds.bbci.co.uk/sport/football/rss.xml', 'value': 'Watch highlights as Australia beat Zambia 6-5 in their second match at the 2024 Paris Olympics, having trailed 4-2 at half time.'}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.bbc.com/sport/olympics/videos/c724g79wj9wo'}]",https://www.bbc.com/sport/olympics/videos/c724g79wj9wo,https://www.bbc.com/sport/olympics/videos/c724g79wj9wo#5,False,"Sun, 28 Jul 2024 21:32:56 GMT","time.struct_time(tm_year=2024, tm_mon=7, tm_mday=28, tm_hour=21, tm_min=32, tm_sec=56, tm_wday=6, tm_yday=210, tm_isdst=0)","[{'width': '240', 'height': '135', 'url': 'https://ichef.bbci.co.uk/news/240/cpsprodpb/1a52/live/5c9229b0-4d2b-11ef-8f0f-0577398c3339.jpg'}]",
'Absolutely excellent' - Japan late winner features in goals of day,"{'type': 'text/plain', 'language': None, 'base': 'https://feeds.bbci.co.uk/sport/football/rss.xml', 'value': ""'Absolutely excellent' - Japan late winner features in goals of day""}",Watch the goals of the day from the second round of women's football matches at the 2024 Paris Olympics.,"{'type': 'text/html', 'language': None, 'base': 'https://feeds.bbci.co.uk/sport/football/rss.xml', 'value': ""Watch the goals of the day from the second round of women's football matches at the 2024 Paris Olympics.""}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.bbc.com/sport/olympics/videos/c0xjl67v0q4o'}]",https://www.bbc.com/sport/olympics/videos/c0xjl67v0q4o,https://www.bbc.com/sport/olympics/videos/c0xjl67v0q4o#5,False,"Sun, 28 Jul 2024 21:23:46 GMT","time.struct_time(tm_year=2024, tm_mon=7, tm_mday=28, tm_hour=21, tm_min=23, tm_sec=46, tm_wday=6, tm_yday=210, tm_isdst=0)","[{'width': '240', 'height': '135', 'url': 'https://ichef.bbci.co.uk/news/240/cpsprodpb/e430/live/8dbe5570-4d23-11ef-aebc-6de4d31bf5cd.jpg'}]",
What secrets will this 17th century galleon reveal?,"{'type': 'text/plain', 'language': None, 'base': 'https://feeds.bbci.co.uk/sport/football/rss.xml', 'value': 'What secrets will this 17th century galleon reveal?'}","The Vasa, the majestic Swedish galleon, sank just after setting off on her maiden voyage","{'type': 'text/html', 'language': None, 'base': 'https://feeds.bbci.co.uk/sport/football/rss.xml', 'value': 'The Vasa, the majestic Swedish galleon, sank just after setting off on her maiden voyage'}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.bbc.co.uk/iplayer/episode/m001zyvm/vasa-the-ghost-ship?at_mid=9PO8wl2wWO&at_campaign=TLEO_Vasa_The_Ghost_Ship&at_medium=display_ad&at_campaign_type=owned&at_audience_id=SS&at_product=iplayer&at_brand=m001zyvm&at_ptr_name=bbc&at_ptr_type=media&at_format=image&at_objective=consumption&at_link_title=TLEO_Vasa_The_Ghost_Ship&at_bbc_team=BBC'}]",https://www.bbc.co.uk/iplayer/episode/m001zyvm/vasa-the-ghost-ship?at_mid=9PO8wl2wWO&at_campaign=TLEO_Vasa_The_Ghost_Ship&at_medium=display_ad&at_campaign_type=owned&at_audience_id=SS&at_product=iplayer&at_brand=m001zyvm&at_ptr_name=bbc&at_ptr_type=media&at_format=image&at_objective=consumption&at_link_title=TLEO_Vasa_The_Ghost_Ship&at_bbc_team=BBC,https://www.bbc.co.uk/iplayer/episode/m001zyvm/vasa-the-ghost-ship?at_mid=9PO8wl2wWO&at_campaign=TLEO_Vasa_The_Ghost_Ship&at_medium=display_ad&at_campaign_type=owned&at_audience_id=SS&at_product=iplayer&at_brand=m001zyvm&at_ptr_name=bbc&at_ptr_type=media&at_format=image&at_objective=consumption&at_link_title=TLEO_Vasa_The_Ghost_Ship&at_bbc_team=BBC#6,False,"Mon, 03 Jun 2024 05:00:00 GMT","time.struct_time(tm_year=2024, tm_mon=6, tm_mday=3, tm_hour=5, tm_min=0, tm_sec=0, tm_wday=0, tm_yday=155, tm_isdst=0)","[{'width': '240', 'height': '135', 'url': 'https://ichef.bbci.co.uk/ace/standard/240/cpsprodpb/58a7/live/540c33e0-4fdc-11ef-8f0f-0577398c3339.jpg'}]",
Benedict Cumberbatch stars in a historical spy drama,"{'type': 'text/plain', 'language': None, 'base': 'https://feeds.bbci.co.uk/sport/football/rss.xml', 'value': 'Benedict Cumberbatch stars in a historical spy drama'}",Salesman Greville Wynne is recruited to infiltrate Cold War Moscow,"{'type': 'text/html', 'language': None, 'base': 'https://feeds.bbci.co.uk/sport/football/rss.xml', 'value': 'Salesman Greville Wynne is recruited to infiltrate Cold War Moscow'}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.bbc.co.uk/iplayer/episode/m001ty41/the-courier?at_mid=wBoHkCp09n&at_campaign=TLEO_The_Courier&at_medium=display_ad&at_campaign_type=owned&at_audience_id=SS&at_product=iplayer&at_brand=m001ty41&at_ptr_name=bbc&at_ptr_type=media&at_format=image&at_objective=consumption&at_link_title=TLEO_The_Courier&at_bbc_team=BBC'}]",https://www.bbc.co.uk/iplayer/episode/m001ty41/the-courier?at_mid=wBoHkCp09n&at_campaign=TLEO_The_Courier&at_medium=display_ad&at_campaign_type=owned&at_audience_id=SS&at_product=iplayer&at_brand=m001ty41&at_ptr_name=bbc&at_ptr_type=media&at_format=image&at_objective=consumption&at_link_title=TLEO_The_Courier&at_bbc_team=BBC,https://www.bbc.co.uk/iplayer/episode/m001ty41/the-courier?at_mid=wBoHkCp09n&at_campaign=TLEO_The_Courier&at_medium=display_ad&at_campaign_type=owned&at_audience_id=SS&at_product=iplayer&at_brand=m001ty41&at_ptr_name=bbc&at_ptr_type=media&at_format=image&at_objective=consumption&at_link_title=TLEO_The_Courier&at_bbc_team=BBC#6,False,"Sat, 20 Jul 2024 23:50:28 GMT","time.struct_time(tm_year=2024, tm_mon=7, tm_mday=20, tm_hour=23, tm_min=50, tm_sec=28, tm_wday=5, tm_yday=202, tm_isdst=0)","[{'width': '240', 'height': '135', 'url': 'https://ichef.bbci.co.uk/ace/standard/240/cpsprodpb/cc09/live/12477aa0-4f5a-11ef-aebc-6de4d31bf5cd.jpg'}]",
Rangers manager Clement agrees new deal,"{'type': 'text/plain', 'language': None, 'base': 'https://feeds.bbci.co.uk/sport/football/rss.xml', 'value': 'Rangers manager Clement agrees new deal'}",Rangers manager Philippe Clement signs a contract extension until the summer of 2028.,"{'type': 'text/html', 'language': None, 'base': 'https://feeds.bbci.co.uk/sport/football/rss.xml', 'value': 'Rangers manager Philippe Clement signs a contract extension until the summer of 2028.'}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.bbc.com/sport/football/articles/c03l3n8p9ejo'}]",https://www.bbc.com/sport/football/articles/c03l3n8p9ejo,https://www.bbc.com/sport/football/articles/c03l3n8p9ejo#7,False,"Fri, 02 Aug 2024 09:28:23 GMT","time.struct_time(tm_year=2024, tm_mon=8, tm_mday=2, tm_hour=9, tm_min=28, tm_sec=23, tm_wday=4, tm_yday=215, tm_isdst=0)","[{'width': '240', 'height': '135', 'url': 'https://ichef.bbci.co.uk/news/240/cpsprodpb/34d4/live/5adde620-50b1-11ef-9462-ef4aa241f684.jpg'}]",
'Celtic hold all the aces at home amid clamour for more ambition',"{'type': 'text/plain', 'language': None, 'base': 'https://feeds.bbci.co.uk/sport/football/rss.xml', 'value': ""'Celtic hold all the aces at home amid clamour for more ambition'""}","Celtic begin the quest for yet another title in a position of strength but manager Brendan Rodgers ""does not want to live in a comfort zone"", writes Tom English.","{'type': 'text/html', 'language': None, 'base': 'https://feeds.bbci.co.uk/sport/football/rss.xml', 'value': 'Celtic begin the quest for yet another title in a position of strength but manager Brendan Rodgers ""does not want to live in a comfort zone"", writes Tom English.'}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.bbc.com/sport/football/articles/c87rz2p3k8mo'}]",https://www.bbc.com/sport/football/articles/c87rz2p3k8mo,https://www.bbc.com/sport/football/articles/c87rz2p3k8mo#7,False,"Fri, 02 Aug 2024 07:25:59 GMT","time.struct_time(tm_year=2024, tm_mon=8, tm_mday=2, tm_hour=7, tm_min=25, tm_sec=59, tm_wday=4, tm_yday=215, tm_isdst=0)","[{'width': '240', 'height': '135', 'url': 'https://ichef.bbci.co.uk/news/240/cpsprodpb/7738/live/5c1e0320-4ff4-11ef-84d2-6dfa3a7469fb.jpg'}]",
Hearts move for Colombia defender - gossip,"{'type': 'text/plain', 'language': None, 'base': 'https://feeds.bbci.co.uk/sport/football/rss.xml', 'value': 'Hearts move for Colombia defender - gossip'}",Hearts look to South America as Celtic rekindle interest in a January target...,"{'type': 'text/html', 'language': None, 'base': 'https://feeds.bbci.co.uk/sport/football/rss.xml', 'value': 'Hearts look to South America as Celtic rekindle interest in a January target...'}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.bbc.com/sport/football/articles/clmymrr7789o'}]",https://www.bbc.com/sport/football/articles/clmymrr7789o,https://www.bbc.com/sport/football/articles/clmymrr7789o#7,False,"Fri, 02 Aug 2024 06:59:17 GMT","time.struct_time(tm_year=2024, tm_mon=8, tm_mday=2, tm_hour=6, tm_min=59, tm_sec=17, tm_wday=4, tm_yday=215, tm_isdst=0)","[{'width': '240', 'height': '134', 'url': 'https://ichef.bbci.co.uk/news/240/cpsprodpb/93ca/live/45d82c50-509c-11ef-b41a-fb1e1c297e6e.png'}]",
Bernardo completes permanent move to Celtic,"{'type': 'text/plain', 'language': None, 'base': 'https://feeds.bbci.co.uk/sport/football/rss.xml', 'value': 'Bernardo completes permanent move to Celtic'}","Benfica midfielder Paulo Bernardo returns to Celtic in a permanent move, agreeing a five-year deal.","{'type': 'text/html', 'language': None, 'base': 'https://feeds.bbci.co.uk/sport/football/rss.xml', 'value': 'Benfica midfielder Paulo Bernardo returns to Celtic in a permanent move, agreeing a five-year deal.'}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.bbc.com/sport/football/articles/ckrg5z4k491o'}]",https://www.bbc.com/sport/football/articles/ckrg5z4k491o,https://www.bbc.com/sport/football/articles/ckrg5z4k491o#7,False,"Thu, 01 Aug 2024 18:02:38 GMT","time.struct_time(tm_year=2024, tm_mon=8, tm_mday=1, tm_hour=18, tm_min=2, tm_sec=38, tm_wday=3, tm_yday=214, tm_isdst=0)","[{'width': '240', 'height': '135', 'url': 'https://ichef.bbci.co.uk/news/240/cpsprodpb/2481/live/e8b1c5d0-5038-11ef-8661-8142c258b304.jpg'}]",
Impossible to call? What to look out for in the Scottish Championship,"{'type': 'text/plain', 'language': None, 'base': 'https://feeds.bbci.co.uk/sport/football/rss.xml', 'value': 'Impossible to call? What to look out for in the Scottish Championship'}","Perhaps even more than any other in recent history, it is well-nigh impossible to predict who will go up as champions from the second tier.","{'type': 'text/html', 'language': None, 'base': 'https://feeds.bbci.co.uk/sport/football/rss.xml', 'value': 'Perhaps even more than any other in recent history, it is well-nigh impossible to predict who will go up as champions from the second tier.'}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.bbc.com/sport/football/articles/czd987nn4jqo'}]",https://www.bbc.com/sport/football/articles/czd987nn4jqo,https://www.bbc.com/sport/football/articles/czd987nn4jqo#7,False,"Thu, 01 Aug 2024 13:18:29 GMT","time.struct_time(tm_year=2024, tm_mon=8, tm_mday=1, tm_hour=13, tm_min=18, tm_sec=29, tm_wday=3, tm_yday=214, tm_isdst=0)","[{'width': '240', 'height': '135', 'url': 'https://ichef.bbci.co.uk/news/240/cpsprodpb/7a69/live/a68dc400-5002-11ef-8f0f-0577398c3339.png'}]",
Nottingham Forest sign Portugal forward Silva,"{'type': 'text/plain', 'language': None, 'base': 'https://feeds.bbci.co.uk/sport/football/rss.xml', 'value': 'Nottingham Forest sign Portugal forward Silva'}",Portugal and Vitoria forward Jota Silva has signed a four-year deal with Nottingham Forest.,"{'type': 'text/html', 'language': None, 'base': 'https://feeds.bbci.co.uk/sport/football/rss.xml', 'value': 'Portugal and Vitoria forward Jota Silva has signed a four-year deal with Nottingham Forest.'}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.bbc.com/sport/football/articles/c4ng10n82xdo'}]",https://www.bbc.com/sport/football/articles/c4ng10n82xdo,https://www.bbc.com/sport/football/articles/c4ng10n82xdo#8,False,"Thu, 01 Aug 2024 10:15:45 GMT","time.struct_time(tm_year=2024, tm_mon=8, tm_mday=1, tm_hour=10, tm_min=15, tm_sec=45, tm_wday=3, tm_yday=214, tm_isdst=0)","[{'width': '240', 'height': '135', 'url': 'https://ichef.bbci.co.uk/news/240/cpsprodpb/f2c1/live/8c79bf80-4fec-11ef-a2b2-651941bfb3ca.jpg'}]",
Palace sign ex-Watford winger Sarr from Marseille,"{'type': 'text/plain', 'language': None, 'base': 'https://feeds.bbci.co.uk/sport/football/rss.xml', 'value': 'Palace sign ex-Watford winger Sarr from Marseille'}",Crystal Palace sign winger Ismaila Sarr from Marseille for a fee in the region of £12.5m.,"{'type': 'text/html', 'language': None, 'base': 'https://feeds.bbci.co.uk/sport/football/rss.xml', 'value': 'Crystal Palace sign winger Ismaila Sarr from Marseille for a fee in the region of £12.5m.'}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.bbc.com/sport/football/articles/c1rwvv1d07po'}]",https://www.bbc.com/sport/football/articles/c1rwvv1d07po,https://www.bbc.com/sport/football/articles/c1rwvv1d07po#8,False,"Thu, 01 Aug 2024 17:19:03 GMT","time.struct_time(tm_year=2024, tm_mon=8, tm_mday=1, tm_hour=17, tm_min=19, tm_sec=3, tm_wday=3, tm_yday=214, tm_isdst=0)","[{'width': '240', 'height': '135', 'url': 'https://ichef.bbci.co.uk/news/240/cpsprodpb/1c91/live/063dc4c0-5028-11ef-a29e-db4deeb6efa1.jpg'}]",
Brighton's Gross joins boyhood club Dortmund,"{'type': 'text/plain', 'language': None, 'base': 'https://feeds.bbci.co.uk/sport/football/rss.xml', 'value': ""Brighton's Gross joins boyhood club Dortmund""}",Dortmund sign Brighton midfielder Pascal Gross as the Germany international moves to his boyhood club.,"{'type': 'text/html', 'language': None, 'base': 'https://feeds.bbci.co.uk/sport/football/rss.xml', 'value': 'Dortmund sign Brighton midfielder Pascal Gross as the Germany international moves to his boyhood club.'}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.bbc.com/sport/football/articles/cye0r100xx2o'}]",https://www.bbc.com/sport/football/articles/cye0r100xx2o,https://www.bbc.com/sport/football/articles/cye0r100xx2o#8,False,"Thu, 01 Aug 2024 08:35:55 GMT","time.struct_time(tm_year=2024, tm_mon=8, tm_mday=1, tm_hour=8, tm_min=35, tm_sec=55, tm_wday=3, tm_yday=214, tm_isdst=0)","[{'width': '240', 'height': '135', 'url': 'https://ichef.bbci.co.uk/news/240/cpsprodpb/17f2/live/0b9c7900-4fdf-11ef-a2b2-651941bfb3ca.jpg'}]",
Endrick impresses Ancelotti in Real friendly defeat,"{'type': 'text/plain', 'language': None, 'base': 'https://feeds.bbci.co.uk/sport/football/rss.xml', 'value': 'Endrick impresses Ancelotti in Real friendly defeat'}","Real Madrid manager Carlo Ancelotti says 18-year-old Brazil forward Endrick ""has something truly special"" after he made his debut against AC Milan.","{'type': 'text/html', 'language': None, 'base': 'https://feeds.bbci.co.uk/sport/football/rss.xml', 'value': 'Real Madrid manager Carlo Ancelotti says 18-year-old Brazil forward Endrick ""has something truly special"" after he made his debut against AC Milan.'}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.bbc.com/sport/football/articles/cqv5n71g31vo'}]",https://www.bbc.com/sport/football/articles/cqv5n71g31vo,https://www.bbc.com/sport/football/articles/cqv5n71g31vo#8,False,"Thu, 01 Aug 2024 06:47:29 GMT","time.struct_time(tm_year=2024, tm_mon=8, tm_mday=1, tm_hour=6, tm_min=47, tm_sec=29, tm_wday=3, tm_yday=214, tm_isdst=0)","[{'width': '240', 'height': '135', 'url': 'https://ichef.bbci.co.uk/news/240/cpsprodpb/55b8/live/0b2395f0-4fd3-11ef-b8a6-c9027db4120d.jpg'}]",
Rangers sign defender Propper from Twente,"{'type': 'text/plain', 'language': None, 'base': 'https://feeds.bbci.co.uk/sport/football/rss.xml', 'value': 'Rangers sign defender Propper from Twente'}","Rangers sign Dutch defender Robin Propper from FC Twente, subject to international clearance.","{'type': 'text/html', 'language': None, 'base': 'https://feeds.bbci.co.uk/sport/football/rss.xml', 'value': 'Rangers sign Dutch defender Robin Propper from FC Twente, subject to international clearance.'}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.bbc.com/sport/football/articles/c724p7gl003o'}]",https://www.bbc.com/sport/football/articles/c724p7gl003o,https://www.bbc.com/sport/football/articles/c724p7gl003o#8,False,"Thu, 01 Aug 2024 18:10:48 GMT","time.struct_time(tm_year=2024, tm_mon=8, tm_mday=1, tm_hour=18, tm_min=10, tm_sec=48, tm_wday=3, tm_yday=214, tm_isdst=0)","[{'width': '240', 'height': '135', 'url': 'https://ichef.bbci.co.uk/news/240/cpsprodpb/d85a/live/bf5f2da0-4fdc-11ef-a2b2-651941bfb3ca.jpg'}]",
